#资金帐户     |交易市场|证券账户    |证券代码     |可用股份数           |成本价
#FundAcc C12|Market|SecuAcc    |StockCode C6|StkAvlQty          |CostPrice
B880000384  |1     |B880000384 |600000      |1000000000                |0
B880000384  |1     |B880000384 |600781      |1000000000                |0
B880000384  |1     |B880000384 |600782      |1000000000                |0
B880000384  |1     |B880000384 |600783      |1000000000                |0
B880000384  |1     |B880000384 |600784      |1000000000                |0
B880000384  |1     |B880000384 |600785      |1000000000                |0
B880000384  |1     |B880000384 |600787      |1000000000                |0
B880000384  |1     |B880000384 |600789      |1000000000                |0
B880000384  |1     |B880000384 |600790      |1000000000                |0
B880000384  |1     |B880000384 |600791      |1000000000                |0
B880000384  |1     |B880000384 |600792      |1000000000                |0
B880000384  |1     |B880000384 |600793      |1000000000                |0
B880000384  |1     |B880000384 |600794      |1000000000                |0
B880000384  |1     |B880000384 |600795      |1000000000                |0
B880000384  |1     |B880000384 |600796      |1000000000                |0
B880000384  |1     |B880000384 |600797      |1000000000                |0
B880000384  |1     |B880000384 |600798      |1000000000                |0
B880000384  |1     |B880000384 |600800      |1000000000                |0
B880000384  |1     |B880000384 |600801      |1000000000                |0
B880000384  |1     |B880000384 |600802      |1000000000                |0
B880000384  |1     |B880000384 |600803      |1000000000                |0
B880000384  |1     |B880000384 |600804      |1000000000                |0
B880000384  |1     |B880000384 |600805      |1000000000                |0
B880000384  |1     |B880000384 |600806      |1000000000                |0
B880000384  |1     |B880000384 |600807      |1000000000                |0
B880000384  |1     |B880000384 |600808      |1000000000                |0
B880000384  |1     |B880000384 |600809      |1000000000                |0
B880000384  |1     |B880000384 |600810      |1000000000                |0
B880000384  |1     |B880000384 |600811      |1000000000                |0
B880000384  |1     |B880000384 |600812      |1000000000                |0
B880000384  |1     |B880000384 |600814      |1000000000                |0
B880000384  |1     |B880000384 |600815      |1000000000                |0
B880000384  |1     |B880000384 |600816      |1000000000                |0
B880000384  |1     |B880000384 |600817      |1000000000                |0
B880000384  |1     |B880000384 |600818      |1000000000                |0
B880000384  |1     |B880000384 |600819      |1000000000                |0
B880000384  |1     |B880000384 |600820      |1000000000                |0
B880000384  |1     |B880000384 |600821      |1000000000                |0
B880000384  |1     |B880000384 |600822      |1000000000                |0
B880000384  |1     |B880000384 |600823      |1000000000                |0
B880000384  |1     |B880000384 |600824      |1000000000                |0
B880000384  |1     |B880000384 |600825      |1000000000                |0
B880000384  |1     |B880000384 |600826      |1000000000                |0
B880000384  |1     |B880000384 |600827      |1000000000                |0
B880000384  |1     |B880000384 |600828      |1000000000                |0
B880000384  |1     |B880000384 |600829      |1000000000                |0
B880000384  |1     |B880000384 |600830      |1000000000                |0
B880000384  |1     |B880000384 |600831      |1000000000                |0
B880000384  |1     |B880000384 |600833      |1000000000                |0
B880000384  |1     |B880000384 |600834      |1000000000                |0
B880000384  |1     |B880000384 |600835      |1000000000                |0
B880000384  |1     |B880000384 |600836      |1000000000                |0
B880000384  |1     |B880000384 |600837      |1000000000                |0
B880000384  |1     |B880000384 |600838      |1000000000                |0
B880000384  |1     |B880000384 |600839      |1000000000                |0
B880000384  |1     |B880000384 |600841      |1000000000                |0
B880000384  |1     |B880000384 |600843      |1000000000                |0
B880000384  |1     |B880000384 |600844      |1000000000                |0
B880000384  |1     |B880000384 |600845      |1000000000                |0
B880000384  |1     |B880000384 |600846      |1000000000                |0
B880000384  |1     |B880000384 |600847      |1000000000                |0
B880000384  |1     |B880000384 |600848      |1000000000                |0
B880000384  |1     |B880000384 |600850      |1000000000                |0
B880000384  |1     |B880000384 |600851      |1000000000                |0
B880000384  |1     |B880000384 |600853      |1000000000                |0
B880000384  |1     |B880000384 |600854      |1000000000                |0
B880000384  |1     |B880000384 |600855      |1000000000                |0
B880000384  |1     |B880000384 |600856      |1000000000                |0
B880000384  |1     |B880000384 |600857      |1000000000                |0
B880000384  |1     |B880000384 |600858      |1000000000                |0
B880000384  |1     |B880000384 |600859      |1000000000                |0
B880000384  |1     |B880000384 |600860      |1000000000                |0
B880000384  |1     |B880000384 |600861      |1000000000                |0
B880000384  |1     |B880000384 |600862      |1000000000                |0
B880000384  |1     |B880000384 |600863      |1000000000                |0
B880000384  |1     |B880000384 |600864      |1000000000                |0
B880000384  |1     |B880000384 |600865      |1000000000                |0
B880000384  |1     |B880000384 |600866      |1000000000                |0
B880000384  |1     |B880000384 |600867      |1000000000                |0
B880000384  |1     |B880000384 |600868      |1000000000                |0
B880000384  |1     |B880000384 |600869      |1000000000                |0
B880000384  |1     |B880000384 |600870      |1000000000                |0
B880000384  |1     |B880000384 |600871      |1000000000                |0
B880000384  |1     |B880000384 |600872      |1000000000                |0
B880000384  |1     |B880000384 |600873      |1000000000                |0
B880000384  |1     |B880000384 |600874      |1000000000                |0
B880000384  |1     |B880000384 |600875      |1000000000                |0
B880000384  |1     |B880000384 |600876      |1000000000                |0
B880000384  |1     |B880000384 |600877      |1000000000                |0
B880000384  |1     |B880000384 |600879      |1000000000                |0
B880000384  |1     |B880000384 |600880      |1000000000                |0
B880000384  |1     |B880000384 |600881      |1000000000                |0
B880000384  |1     |B880000384 |600882      |1000000000                |0
B880000384  |1     |B880000384 |600883      |1000000000                |0
B880000384  |1     |B880000384 |600884      |1000000000                |0
B880000384  |1     |B880000384 |600885      |1000000000                |0
B880000384  |1     |B880000384 |600886      |1000000000                |0
B880000384  |1     |B880000384 |600887      |1000000000                |0
B880000384  |1     |B880000384 |600888      |1000000000                |0
B880000384  |1     |B880000384 |600889      |1000000000                |0
B880000384  |1     |B880000384 |600890      |1000000000                |0
B880000384  |1     |B880000384 |600891      |1000000000                |0
B880000384  |1     |B880000384 |600892      |1000000000                |0
B880000384  |1     |B880000384 |600893      |1000000000                |0
B880000384  |1     |B880000384 |600894      |1000000000                |0
B880000384  |1     |B880000384 |600895      |1000000000                |0
B880000384  |1     |B880000384 |600896      |1000000000                |0
B880000384  |1     |B880000384 |600897      |1000000000                |0
B880000384  |1     |B880000384 |600898      |1000000000                |0
B880000384  |1     |B880000384 |600900      |1000000000                |0
B880000384  |1     |B880000384 |600908      |1000000000                |0
B880000384  |1     |B880000384 |600909      |1000000000                |0
B880000384  |1     |B880000384 |600917      |1000000000                |0
B880000384  |1     |B880000384 |600919      |1000000000                |0
B880000384  |1     |B880000384 |600926      |1000000000                |0
B880000384  |1     |B880000384 |600936      |1000000000                |0
B880000384  |1     |B880000384 |600939      |1000000000                |0
B880000384  |1     |B880000384 |600958      |1000000000                |0
B880000384  |1     |B880000384 |600959      |1000000000                |0
B880000384  |1     |B880000384 |600960      |1000000000                |0
B880000384  |1     |B880000384 |600961      |1000000000                |0
B880000384  |1     |B880000384 |600962      |1000000000                |0
B880000384  |1     |B880000384 |600963      |1000000000                |0
B880000384  |1     |B880000384 |600965      |1000000000                |0
B880000384  |1     |B880000384 |600966      |1000000000                |0
B880000384  |1     |B880000384 |600967      |1000000000                |0
B880000384  |1     |B880000384 |600969      |1000000000                |0
B880000384  |1     |B880000384 |600970      |1000000000                |0
B880000384  |1     |B880000384 |600971      |1000000000                |0
B880000384  |1     |B880000384 |600973      |1000000000                |0
B880000384  |1     |B880000384 |600975      |1000000000                |0
B880000384  |1     |B880000384 |600976      |1000000000                |0
B880000384  |1     |B880000384 |600977      |1000000000                |0
B880000384  |1     |B880000384 |600978      |1000000000                |0
B880000384  |1     |B880000384 |600979      |1000000000                |0
B880000384  |1     |B880000384 |600980      |1000000000                |0
B880000384  |1     |B880000384 |600981      |1000000000                |0
B880000384  |1     |B880000384 |600982      |1000000000                |0
B880000384  |1     |B880000384 |600983      |1000000000                |0
B880000384  |1     |B880000384 |600984      |1000000000                |0
B880000384  |1     |B880000384 |600985      |1000000000                |0
B880000384  |1     |B880000384 |600986      |1000000000                |0
B880000384  |1     |B880000384 |600987      |1000000000                |0
B880000384  |1     |B880000384 |600988      |1000000000                |0
B880000384  |1     |B880000384 |600990      |1000000000                |0
B880000384  |1     |B880000384 |600992      |1000000000                |0
B880000384  |1     |B880000384 |600993      |1000000000                |0
B880000384  |1     |B880000384 |600995      |1000000000                |0
B880000384  |1     |B880000384 |600996      |1000000000                |0
B880000384  |1     |B880000384 |600997      |1000000000                |0
B880000384  |1     |B880000384 |600998      |1000000000                |0
B880000384  |1     |B880000384 |600999      |1000000000                |0
B880000384  |1     |B880000384 |601000      |1000000000                |0
B880000384  |1     |B880000384 |601001      |1000000000                |0
B880000384  |1     |B880000384 |601002      |1000000000                |0
B880000384  |1     |B880000384 |601003      |1000000000                |0
B880000384  |1     |B880000384 |601005      |1000000000                |0
B880000384  |1     |B880000384 |601006      |1000000000                |0
B880000384  |1     |B880000384 |601007      |1000000000                |0
B880000384  |1     |B880000384 |601008      |1000000000                |0
B880000384  |1     |B880000384 |601009      |1000000000                |0
B880000384  |1     |B880000384 |601010      |1000000000                |0
B880000384  |1     |B880000384 |601011      |1000000000                |0
B880000384  |1     |B880000384 |601012      |1000000000                |0
B880000384  |1     |B880000384 |601015      |1000000000                |0
B880000384  |1     |B880000384 |601016      |1000000000                |0
B880000384  |1     |B880000384 |601018      |1000000000                |0
B880000384  |1     |B880000384 |601020      |1000000000                |0
B880000384  |1     |B880000384 |601021      |1000000000                |0
B880000384  |1     |B880000384 |601028      |1000000000                |0
B880000384  |1     |B880000384 |601038      |1000000000                |0
B880000384  |1     |B880000384 |601058      |1000000000                |0
B880000384  |1     |B880000384 |601069      |1000000000                |0
B880000384  |1     |B880000384 |601088      |1000000000                |0
B880000384  |1     |B880000384 |601098      |1000000000                |0
B880000384  |1     |B880000384 |601099      |1000000000                |0
B880000384  |1     |B880000384 |601100      |1000000000                |0
B880000384  |1     |B880000384 |601101      |1000000000                |0
B880000384  |1     |B880000384 |601106      |1000000000                |0
B880000384  |1     |B880000384 |601107      |1000000000                |0
B880000384  |1     |B880000384 |601111      |1000000000                |0
B880000384  |1     |B880000384 |601113      |1000000000                |0
B880000384  |1     |B880000384 |601116      |1000000000                |0
B880000384  |1     |B880000384 |601117      |1000000000                |0
B880000384  |1     |B880000384 |601118      |1000000000                |0
B880000384  |1     |B880000384 |601126      |1000000000                |0
B880000384  |1     |B880000384 |601127      |1000000000                |0
B880000384  |1     |B880000384 |601128      |1000000000                |0
B880000384  |1     |B880000384 |601137      |1000000000                |0
B880000384  |1     |B880000384 |601139      |1000000000                |0
B880000384  |1     |B880000384 |601155      |1000000000                |0
B880000384  |1     |B880000384 |601158      |1000000000                |0
B880000384  |1     |B880000384 |601163      |1000000000                |0
B880000384  |1     |B880000384 |601166      |1000000000                |0
B880000384  |1     |B880000384 |601168      |1000000000                |0
B880000384  |1     |B880000384 |601169      |1000000000                |0
B880000384  |1     |B880000384 |601177      |1000000000                |0
B880000384  |1     |B880000384 |601179      |1000000000                |0
B880000384  |1     |B880000384 |601186      |1000000000                |0
B880000384  |1     |B880000384 |601188      |1000000000                |0
B880000384  |1     |B880000384 |601198      |1000000000                |0
B880000384  |1     |B880000384 |601199      |1000000000                |0
B880000384  |1     |B880000384 |601200      |1000000000                |0
B880000384  |1     |B880000384 |601208      |1000000000                |0
B880000384  |1     |B880000384 |601211      |1000000000                |0
B880000384  |1     |B880000384 |601212      |1000000000                |0
B880000384  |1     |B880000384 |601216      |1000000000                |0
B880000384  |1     |B880000384 |601218      |1000000000                |0
B880000384  |1     |B880000384 |601222      |1000000000                |0
B880000384  |1     |B880000384 |601225      |1000000000                |0
B880000384  |1     |B880000384 |601226      |1000000000                |0
B880000384  |1     |B880000384 |601228      |1000000000                |0
B880000384  |1     |B880000384 |601229      |1000000000                |0
B880000384  |1     |B880000384 |601231      |1000000000                |0
B880000384  |1     |B880000384 |601233      |1000000000                |0
B880000384  |1     |B880000384 |601238      |1000000000                |0
B880000384  |1     |B880000384 |601258      |1000000000                |0
B880000384  |1     |B880000384 |601288      |1000000000                |0
B880000384  |1     |B880000384 |601311      |1000000000                |0
B880000384  |1     |B880000384 |601313      |1000000000                |0
B880000384  |1     |B880000384 |601318      |1000000000                |0
B880000384  |1     |B880000384 |601328      |1000000000                |0
B880000384  |1     |B880000384 |601333      |1000000000                |0
B880000384  |1     |B880000384 |601336      |1000000000                |0
B880000384  |1     |B880000384 |601339      |1000000000                |0
B880000384  |1     |B880000384 |601366      |1000000000                |0
B880000384  |1     |B880000384 |601368      |1000000000                |0
B880000384  |1     |B880000384 |601369      |1000000000                |0
B880000384  |1     |B880000384 |601375      |1000000000                |0
B880000384  |1     |B880000384 |601377      |1000000000                |0
B880000384  |1     |B880000384 |601388      |1000000000                |0
B880000384  |1     |B880000384 |601390      |1000000000                |0
B880000384  |1     |B880000384 |601398      |1000000000                |0
B880000384  |1     |B880000384 |601500      |1000000000                |0
B880000384  |1     |B880000384 |601515      |1000000000                |0
B880000384  |1     |B880000384 |601518      |1000000000                |0
B880000384  |1     |B880000384 |601519      |1000000000                |0
B880000384  |1     |B880000384 |601555      |1000000000                |0
B880000384  |1     |B880000384 |601558      |1000000000                |0
B880000384  |1     |B880000384 |601566      |1000000000                |0
B880000384  |1     |B880000384 |601567      |1000000000                |0
B880000384  |1     |B880000384 |601579      |1000000000                |0
B880000384  |1     |B880000384 |601588      |1000000000                |0
B880000384  |1     |B880000384 |601595      |1000000000                |0
B880000384  |1     |B880000384 |601599      |1000000000                |0
B880000384  |1     |B880000384 |601600      |1000000000                |0
B880000384  |1     |B880000384 |601601      |1000000000                |0
B880000384  |1     |B880000384 |601607      |1000000000                |0
B880000384  |1     |B880000384 |601608      |1000000000                |0
B880000384  |1     |B880000384 |601611      |1000000000                |0
B880000384  |1     |B880000384 |601616      |1000000000                |0
B880000384  |1     |B880000384 |601618      |1000000000                |0
B880000384  |1     |B880000384 |601628      |1000000000                |0
B880000384  |1     |B880000384 |601633      |1000000000                |0
B880000384  |1     |B880000384 |601636      |1000000000                |0
B880000384  |1     |B880000384 |601666      |1000000000                |0
B880000384  |1     |B880000384 |601668      |1000000000                |0
B880000384  |1     |B880000384 |601669      |1000000000                |0
B880000384  |1     |B880000384 |601677      |1000000000                |0
B880000384  |1     |B880000384 |601678      |1000000000                |0
B880000384  |1     |B880000384 |601688      |1000000000                |0
B880000384  |1     |B880000384 |601689      |1000000000                |0
B880000384  |1     |B880000384 |601699      |1000000000                |0
B880000384  |1     |B880000384 |601700      |1000000000                |0
B880000384  |1     |B880000384 |601717      |1000000000                |0
B880000384  |1     |B880000384 |601718      |1000000000                |0
B880000384  |1     |B880000384 |601727      |1000000000                |0
B880000384  |1     |B880000384 |601766      |1000000000                |0
B880000384  |1     |B880000384 |601777      |1000000000                |0
B880000384  |1     |B880000384 |601788      |1000000000                |0
B880000384  |1     |B880000384 |601789      |1000000000                |0
B880000384  |1     |B880000384 |601798      |1000000000                |0
B880000384  |1     |B880000384 |601799      |1000000000                |0
B880000384  |1     |B880000384 |601800      |1000000000                |0
B880000384  |1     |B880000384 |601801      |1000000000                |0
B880000384  |1     |B880000384 |601808      |1000000000                |0
B880000384  |1     |B880000384 |601811      |1000000000                |0
B880000384  |1     |B880000384 |601818      |1000000000                |0
B880000384  |1     |B880000384 |601857      |1000000000                |0
B880000384  |1     |B880000384 |601858      |1000000000                |0
B880000384  |1     |B880000384 |601866      |1000000000                |0
B880000384  |1     |B880000384 |601872      |1000000000                |0
B880000384  |1     |B880000384 |601877      |1000000000                |0
B880000384  |1     |B880000384 |601878      |1000000000                |0
B880000384  |1     |B880000384 |601880      |1000000000                |0
B880000384  |1     |B880000384 |601881      |1000000000                |0
B880000384  |1     |B880000384 |601882      |1000000000                |0
B880000384  |1     |B880000384 |601886      |1000000000                |0
B880000384  |1     |B880000384 |601888      |1000000000                |0
B880000384  |1     |B880000384 |601890      |1000000000                |0
B880000384  |1     |B880000384 |601898      |1000000000                |0
B880000384  |1     |B880000384 |601899      |1000000000                |0
B880000384  |1     |B880000384 |601900      |1000000000                |0
B880000384  |1     |B880000384 |601901      |1000000000                |0
B880000384  |1     |B880000384 |601908      |1000000000                |0
B880000384  |1     |B880000384 |601918      |1000000000                |0
B880000384  |1     |B880000384 |601919      |1000000000                |0
B880000384  |1     |B880000384 |601928      |1000000000                |0
B880000384  |1     |B880000384 |601929      |1000000000                |0
B880000384  |1     |B880000384 |601933      |1000000000                |0
B880000384  |1     |B880000384 |601939      |1000000000                |0
B880000384  |1     |B880000384 |601952      |1000000000                |0
B880000384  |1     |B880000384 |601958      |1000000000                |0
B880000384  |1     |B880000384 |601965      |1000000000                |0
B880000384  |1     |B880000384 |601966      |1000000000                |0
B880000384  |1     |B880000384 |601968      |1000000000                |0
B880000384  |1     |B880000384 |601969      |1000000000                |0
B880000384  |1     |B880000384 |601985      |1000000000                |0
B880000384  |1     |B880000384 |601988      |1000000000                |0
B880000384  |1     |B880000384 |601989      |1000000000                |0
B880000384  |1     |B880000384 |601991      |1000000000                |0
B880000384  |1     |B880000384 |601992      |1000000000                |0
B880000384  |1     |B880000384 |601996      |1000000000                |0
B880000384  |1     |B880000384 |601997      |1000000000                |0
B880000384  |1     |B880000384 |601998      |1000000000                |0
B880000384  |1     |B880000384 |601999      |1000000000                |0
B880000384  |1     |B880000384 |603000      |1000000000                |0
B880000384  |1     |B880000384 |603001      |1000000000                |0
B880000384  |1     |B880000384 |603002      |1000000000                |0
B880000384  |1     |B880000384 |603003      |1000000000                |0
B880000384  |1     |B880000384 |603005      |1000000000                |0
B880000384  |1     |B880000384 |603006      |1000000000                |0
B880000384  |1     |B880000384 |603007      |1000000000                |0
B880000384  |1     |B880000384 |603008      |1000000000                |0
B880000384  |1     |B880000384 |603009      |1000000000                |0
B880000384  |1     |B880000384 |603010      |1000000000                |0
B880000384  |1     |B880000384 |603011      |1000000000                |0
B880000384  |1     |B880000384 |603012      |1000000000                |0
B880000384  |1     |B880000384 |603015      |1000000000                |0
B880000384  |1     |B880000384 |603016      |1000000000                |0
B880000384  |1     |B880000384 |603017      |1000000000                |0
B880000384  |1     |B880000384 |603018      |1000000000                |0
B880000384  |1     |B880000384 |603019      |1000000000                |0
B880000384  |1     |B880000384 |603020      |1000000000                |0
B880000384  |1     |B880000384 |603021      |1000000000                |0
B880000384  |1     |B880000384 |603022      |1000000000                |0
B880000384  |1     |B880000384 |603023      |1000000000                |0
B880000384  |1     |B880000384 |603025      |1000000000                |0
B880000384  |1     |B880000384 |603026      |1000000000                |0
B880000384  |1     |B880000384 |603027      |1000000000                |0
B880000384  |1     |B880000384 |603028      |1000000000                |0
B880000384  |1     |B880000384 |603029      |1000000000                |0
B880000384  |1     |B880000384 |603030      |1000000000                |0
B880000384  |1     |B880000384 |603031      |1000000000                |0
B880000384  |1     |B880000384 |603032      |1000000000                |0
B880000384  |1     |B880000384 |603033      |1000000000                |0
B880000384  |1     |B880000384 |603035      |1000000000                |0
B880000384  |1     |B880000384 |603036      |1000000000                |0
B880000384  |1     |B880000384 |603037      |1000000000                |0
B880000384  |1     |B880000384 |603038      |1000000000                |0
B880000384  |1     |B880000384 |603039      |1000000000                |0
B880000384  |1     |B880000384 |603040      |1000000000                |0
B880000384  |1     |B880000384 |603041      |1000000000                |0
B880000384  |1     |B880000384 |603042      |1000000000                |0
B880000384  |1     |B880000384 |603043      |1000000000                |0
B880000384  |1     |B880000384 |603050      |1000000000                |0
B880000384  |1     |B880000384 |603058      |1000000000                |0
B880000384  |1     |B880000384 |603060      |1000000000                |0
B880000384  |1     |B880000384 |603066      |1000000000                |0
B880000384  |1     |B880000384 |603067      |1000000000                |0
B880000384  |1     |B880000384 |603069      |1000000000                |0
B880000384  |1     |B880000384 |603077      |1000000000                |0
B880000384  |1     |B880000384 |603078      |1000000000                |0
B880000384  |1     |B880000384 |603081      |1000000000                |0
B880000384  |1     |B880000384 |603085      |1000000000                |0
B880000384  |1     |B880000384 |603086      |1000000000                |0
B880000384  |1     |B880000384 |603088      |1000000000                |0
B880000384  |1     |B880000384 |603089      |1000000000                |0
B880000384  |1     |B880000384 |603090      |1000000000                |0
B880000384  |1     |B880000384 |603096      |1000000000                |0
B880000384  |1     |B880000384 |603098      |1000000000                |0
B880000384  |1     |B880000384 |603099      |1000000000                |0
B880000384  |1     |B880000384 |603100      |1000000000                |0
B880000384  |1     |B880000384 |603101      |1000000000                |0
B880000384  |1     |B880000384 |603108      |1000000000                |0
B880000384  |1     |B880000384 |603111      |1000000000                |0
B880000384  |1     |B880000384 |603113      |1000000000                |0
B880000384  |1     |B880000384 |603116      |1000000000                |0
B880000384  |1     |B880000384 |603117      |1000000000                |0
B880000384  |1     |B880000384 |603118      |1000000000                |0
B880000384  |1     |B880000384 |603123      |1000000000                |0
B880000384  |1     |B880000384 |603126      |1000000000                |0
B880000384  |1     |B880000384 |603128      |1000000000                |0
B880000384  |1     |B880000384 |603131      |1000000000                |0
B880000384  |1     |B880000384 |603133      |1000000000                |0
B880000384  |1     |B880000384 |603138      |1000000000                |0
B880000384  |1     |B880000384 |603139      |1000000000                |0
B880000384  |1     |B880000384 |603158      |1000000000                |0
B880000384  |1     |B880000384 |603159      |1000000000                |0
B880000384  |1     |B880000384 |603160      |1000000000                |0
B880000384  |1     |B880000384 |603165      |1000000000                |0
B880000384  |1     |B880000384 |603166      |1000000000                |0
B880000384  |1     |B880000384 |603167      |1000000000                |0
B880000384  |1     |B880000384 |603168      |1000000000                |0
B880000384  |1     |B880000384 |603169      |1000000000                |0
B880000384  |1     |B880000384 |603177      |1000000000                |0
B880000384  |1     |B880000384 |603178      |1000000000                |0
B880000384  |1     |B880000384 |603179      |1000000000                |0
B880000384  |1     |B880000384 |603180      |1000000000                |0
B880000384  |1     |B880000384 |603186      |1000000000                |0
B880000384  |1     |B880000384 |603188      |1000000000                |0
B880000384  |1     |B880000384 |603189      |1000000000                |0
B880000384  |1     |B880000384 |603196      |1000000000                |0
B880000384  |1     |B880000384 |603197      |1000000000                |0
B880000384  |1     |B880000384 |603198      |1000000000                |0
B880000384  |1     |B880000384 |603199      |1000000000                |0
B880000384  |1     |B880000384 |603200      |1000000000                |0
B880000384  |1     |B880000384 |603203      |1000000000                |0
B880000384  |1     |B880000384 |603208      |1000000000                |0
B880000384  |1     |B880000384 |603218      |1000000000                |0
B880000384  |1     |B880000384 |603222      |1000000000                |0
B880000384  |1     |B880000384 |603223      |1000000000                |0
B880000384  |1     |B880000384 |603225      |1000000000                |0
B880000384  |1     |B880000384 |603226      |1000000000                |0
B880000384  |1     |B880000384 |603227      |1000000000                |0
B880000384  |1     |B880000384 |603228      |1000000000                |0
B880000384  |1     |B880000384 |603229      |1000000000                |0
B880000384  |1     |B880000384 |603232      |1000000000                |0
B880000384  |1     |B880000384 |603238      |1000000000                |0
B880000384  |1     |B880000384 |603239      |1000000000                |0
B880000384  |1     |B880000384 |603258      |1000000000                |0
B880000384  |1     |B880000384 |603266      |1000000000                |0
B880000384  |1     |B880000384 |603268      |1000000000                |0
B880000384  |1     |B880000384 |603269      |1000000000                |0
B880000384  |1     |B880000384 |603286      |1000000000                |0
B880000384  |1     |B880000384 |603288      |1000000000                |0
B880000384  |1     |B880000384 |603298      |1000000000                |0
B880000384  |1     |B880000384 |603299      |1000000000                |0
B880000384  |1     |B880000384 |603300      |1000000000                |0
B880000384  |1     |B880000384 |603303      |1000000000                |0
B880000384  |1     |B880000384 |603305      |1000000000                |0
B880000384  |1     |B880000384 |603306      |1000000000                |0
B880000384  |1     |B880000384 |603308      |1000000000                |0
B880000384  |1     |B880000384 |603309      |1000000000                |0
B880000384  |1     |B880000384 |603311      |1000000000                |0
B880000384  |1     |B880000384 |603313      |1000000000                |0
B880000384  |1     |B880000384 |603315      |1000000000                |0
B880000384  |1     |B880000384 |603316      |1000000000                |0
B880000384  |1     |B880000384 |603318      |1000000000                |0
B880000384  |1     |B880000384 |603319      |1000000000                |0
B880000384  |1     |B880000384 |603320      |1000000000                |0
B880000384  |1     |B880000384 |603322      |1000000000                |0
B880000384  |1     |B880000384 |603323      |1000000000                |0
B880000384  |1     |B880000384 |603326      |1000000000                |0
B880000384  |1     |B880000384 |603328      |1000000000                |0
B880000384  |1     |B880000384 |603330      |1000000000                |0
B880000384  |1     |B880000384 |603331      |1000000000                |0
B880000384  |1     |B880000384 |603333      |1000000000                |0
B880000384  |1     |B880000384 |603335      |1000000000                |0
B880000384  |1     |B880000384 |603336      |1000000000                |0
B880000384  |1     |B880000384 |603337      |1000000000                |0
B880000384  |1     |B880000384 |603338      |1000000000                |0
B880000384  |1     |B880000384 |603339      |1000000000                |0
B880000384  |1     |B880000384 |603345      |1000000000                |0
B880000384  |1     |B880000384 |603355      |1000000000                |0
B880000384  |1     |B880000384 |603358      |1000000000                |0
B880000384  |1     |B880000384 |603360      |1000000000                |0
B880000384  |1     |B880000384 |603366      |1000000000                |0
B880000384  |1     |B880000384 |603368      |1000000000                |0
B880000384  |1     |B880000384 |603369      |1000000000                |0
B880000384  |1     |B880000384 |603377      |1000000000                |0
B880000384  |1     |B880000384 |603380      |1000000000                |0
B880000384  |1     |B880000384 |603383      |1000000000                |0
B880000384  |1     |B880000384 |603385      |1000000000                |0
B880000384  |1     |B880000384 |603388      |1000000000                |0
B880000384  |1     |B880000384 |603389      |1000000000                |0
B880000384  |1     |B880000384 |603393      |1000000000                |0
B880000384  |1     |B880000384 |603398      |1000000000                |0
B880000384  |1     |B880000384 |603399      |1000000000                |0
B880000384  |1     |B880000384 |603416      |1000000000                |0
B880000384  |1     |B880000384 |603421      |1000000000                |0
B880000384  |1     |B880000384 |603429      |1000000000                |0
B880000384  |1     |B880000384 |603444      |1000000000                |0
B880000384  |1     |B880000384 |603456      |1000000000                |0
B880000384  |1     |B880000384 |603488      |1000000000                |0
B880000384  |1     |B880000384 |603496      |1000000000                |0
B880000384  |1     |B880000384 |603501      |1000000000                |0
B880000384  |1     |B880000384 |603505      |1000000000                |0
B880000384  |1     |B880000384 |603508      |1000000000                |0
B880000384  |1     |B880000384 |603515      |1000000000                |0
B880000384  |1     |B880000384 |603517      |1000000000                |0
B880000384  |1     |B880000384 |603518      |1000000000                |0
B880000384  |1     |B880000384 |603519      |1000000000                |0
B880000384  |1     |B880000384 |603520      |1000000000                |0
B880000384  |1     |B880000384 |603528      |1000000000                |0
B880000384  |1     |B880000384 |603536      |1000000000                |0
B880000384  |1     |B880000384 |603538      |1000000000                |0
B880000384  |1     |B880000384 |603555      |1000000000                |0
B880000384  |1     |B880000384 |603556      |1000000000                |0
B880000384  |1     |B880000384 |603558      |1000000000                |0
B880000384  |1     |B880000384 |603559      |1000000000                |0
B880000384  |1     |B880000384 |603566      |1000000000                |0
B880000384  |1     |B880000384 |603567      |1000000000                |0
B880000384  |1     |B880000384 |603568      |1000000000                |0
B880000384  |1     |B880000384 |603569      |1000000000                |0
B880000384  |1     |B880000384 |603577      |1000000000                |0
B880000384  |1     |B880000384 |603578      |1000000000                |0
B880000384  |1     |B880000384 |603579      |1000000000                |0
B880000384  |1     |B880000384 |603580      |1000000000                |0
B880000384  |1     |B880000384 |603585      |1000000000                |0
B880000384  |1     |B880000384 |603586      |1000000000                |0
B880000384  |1     |B880000384 |603588      |1000000000                |0
B880000384  |1     |B880000384 |603589      |1000000000                |0
B880000384  |1     |B880000384 |603595      |1000000000                |0
B880000384  |1     |B880000384 |603598      |1000000000                |0
B880000384  |1     |B880000384 |603599      |1000000000                |0
B880000384  |1     |B880000384 |603600      |1000000000                |0
B880000384  |1     |B880000384 |603601      |1000000000                |0
B880000384  |1     |B880000384 |603603      |1000000000                |0
B880000384  |1     |B880000384 |603606      |1000000000                |0
B880000384  |1     |B880000384 |603608      |1000000000                |0
B880000384  |1     |B880000384 |603609      |1000000000                |0
B880000384  |1     |B880000384 |603611      |1000000000                |0
B880000384  |1     |B880000384 |603615      |1000000000                |0
B880000384  |1     |B880000384 |603616      |1000000000                |0
